Planting date,Software,Location,Date,DOY,Altitude (m),Stage-Full,Stage,Plot_ID,Replicate,Zone,Zone_Identification,Cover_Crop_Variety,Treatment_2__Cut_Fill_Range,One_Mix_None_Cover_Crop,Thermal,NDWI,EVI,NAVI,GNDVI,Cigreen,RENDVI,TGI,SAVI,CI_RedEdge,BI,SCI,GLI,NGRDI_Zonal,SI,VARI,HUE,BGI,PSRI,RVI,TVI,CVI,NDVI,DVI,Soy_yiled(bu/acre),Observed data,Days after planting,Canopy Height (cm),LAI
,Pix4d,Rice_Station,4/21/2021,111,120,,,302,3,1,"12"""" Fill",Triticale (TR),0.8:1.04,One (TR),19.5962658,-0.3595423,0.3708101,0.5048788,0.3595423,1.2687349,0.1497269,3.8560853,0.1667136,0.3729107,0.2224591,-0.0011878,0.0837829,0.0011878,0.1812038,0.0002152,0.000214,0.6959212,0.0071063,2.34916,14.4376955,2.220732,0.3560821,0.1219328,43.09,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,102,1,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),33.5428391,-0.8298261,0.7694197,0.9417554,0.8298261,11.2286568,0.6040091,2.0717113,0.3416488,3.1789234,0.0322641,-0.3400595,0.3701637,0.3400595,0.0671442,0.4656704,-0.0000488,0.4297659,-0.1600783,30.2665329,28.3332844,5.5739956,0.8950937,0.367345,54.65,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,103,1,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),34.8623848,-0.7476222,0.6660073,0.87249,0.7476222,7.6186156,0.5255821,2.1210701,0.2985336,2.4222975,0.0559045,-0.179987,0.2471775,0.179987,0.1519708,0.2485282,-0.0000172,0.5164922,-0.0969799,15.9194841,24.4839153,5.3517642,0.7889178,0.3138827,56.88,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,104,1,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),33.308094,-0.8022248,0.7357487,0.9240252,0.8022248,9.3710241,0.570873,2.2308052,0.3275234,2.7753773,0.0396374,-0.2883944,0.3358642,0.2883944,0.1098688,0.3931013,-0.000052,0.4461325,-0.1465528,22.3795509,27.0543365,5.3412986,0.8662182,0.3442585,56.05,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,105,1,4,"6"""" Cut",NC,0.4:-0.6,NO,32.5925102,-0.8085122,0.7506281,0.9287565,0.8085122,9.924902,0.5790269,2.3071992,0.3344616,2.8950322,0.0394369,-0.3127585,0.3581899,0.3127585,0.1074011,0.4240854,-0.0000514,0.4256752,-0.1576425,24.2104378,27.756382,5.3326535,0.8761811,0.3537489,51.59,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,106,1,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),33.1001282,-0.7888659,0.7058382,0.912927,0.7888659,8.8195925,0.5583652,2.182132,0.3142605,2.6670866,0.0416986,-0.2551536,0.3122517,0.2551536,0.1329703,0.3480618,-0.0000485,0.4597352,-0.1361427,19.6391373,25.766634,5.4002099,0.8487435,0.3272741,51.70,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,201,2,4,"6"""" Cut",NC,0.4:-0.6,NO,33.0926971,-0.7978323,0.7293059,0.9191999,0.7978323,9.4213247,0.568601,2.2092822,0.3248906,2.7911825,0.0408832,-0.2763938,0.3267002,0.2763938,0.11684,0.3779031,-0.0000505,0.452439,-0.142488,22.0497074,26.8471241,5.4462986,0.8592895,0.3424618,51.13,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,202,2,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),33.3693428,-0.7580405,0.6755192,0.8890947,0.7580405,7.3313484,0.5223029,2.2629564,0.3020319,2.3029647,0.050522,-0.1945976,0.2649119,0.1945976,0.1622317,0.2671879,-0.0000474,0.4933314,-0.1123035,14.2577429,24.759943,5.2610154,0.8105592,0.3093776,53.08,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,203,2,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),34.5867386,-0.6830822,0.61075,0.8139576,0.6830822,5.7149277,0.4622999,2.3010199,0.2748751,1.9136233,0.0821574,-0.1160748,0.1952766,0.1160748,0.1793992,0.1596992,0.0000411,0.5621648,-0.0649492,10.1734619,22.6224098,4.8373179,0.7123331,0.2838722,50.77,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,204,2,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),33.508564,-0.7700101,0.6911445,0.898972,0.7700101,7.7667303,0.5389021,2.2380898,0.3085891,2.4531143,0.0474351,-0.2117077,0.2775587,0.2117077,0.1516919,0.2907742,-0.0000499,0.4849166,-0.120914,15.6881599,25.3422089,5.3512855,0.8252803,0.3199205,53.48,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,302,3,2,"6"""" Fill",Triticale (TR),0.4:0.5,One (TR),19.6392632,-0.3156753,0.3378555,0.4527414,0.3156753,1.0027565,0.1195325,3.9240613,0.150212,0.2803046,0.2511699,0.0114135,0.0681103,-0.0114135,0.1736536,-0.0181567,0.0002608,0.7231995,0.0190033,1.9810023,13.1760092,2.0387201,0.3039132,0.1040348,43.09,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,206,2,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),32.6390877,-0.7932552,0.72738,0.9210358,0.7932552,8.7710638,0.559458,2.3733447,0.3243476,2.6540766,0.0407674,-0.2782357,0.3342255,0.2782357,0.1317396,0.3768956,-0.0000626,0.437108,-0.1497174,19.9621639,26.7975903,5.1830435,0.8606607,0.3371159,46.40,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,301,3,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),33.9334412,-0.697224,0.6129647,0.8330524,0.697224,5.757874,0.4725504,2.3182306,0.2760443,1.9465241,0.0696553,-0.1301158,0.2116295,0.1301158,0.1857123,0.1780619,-0.0000028,0.5377821,-0.0762692,10.494606,22.5693989,4.768887,0.7327213,0.2818675,50.04,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,302,3,3,No Fill No Cut,Triticale (TR),0.09:-0.09,One (TR),21.0577583,-0.3063265,0.328462,0.4436102,0.3063265,0.9643232,0.1072814,3.7890203,0.1440423,0.2487115,0.2493134,0.0059558,0.0707333,-0.0059558,0.1673126,-0.0106871,0.0002492,0.7266671,0.0144989,1.9823109,12.5358124,1.9657193,0.2982258,0.0912082,43.09,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,303,3,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),34.29179,-0.7006696,0.6307768,0.835948,0.7006696,5.799984,0.4793708,2.3272421,0.2845995,1.9903812,0.0712607,-0.1228156,0.2033471,0.1228156,0.1824358,0.1694705,-0.0000095,0.5481343,-0.0731842,10.3828249,23.4612293,4.8825812,0.7342603,0.2955089,46.96,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,304,3,4,"6"""" Cut",NC,0.4:-0.6,NO,32.4822807,-0.7602334,0.7043438,0.8936169,0.7602334,7.5364294,0.5238382,2.5188253,0.3163425,2.333797,0.0521465,-0.2272747,0.2939046,0.2272747,0.1547044,0.3085013,-0.000055,0.4659046,-0.1261287,16.1557598,26.3002834,4.9776783,0.8191264,0.3266683,46.49,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,305,3,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),32.4698906,-0.7445378,0.6829548,0.8843835,0.7445378,7.0227432,0.5017998,2.6678848,0.3074384,2.153445,0.0550722,-0.2246404,0.295239,0.2246404,0.1647922,0.3029589,-0.000059,0.4588866,-0.1253974,15.310833,25.5211754,4.6615767,0.8054823,0.3105965,54.94,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,306,3,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),32.7225456,-0.7534683,0.6826304,0.886606,0.7534683,7.4995046,0.5193603,2.4144027,0.3055293,2.3175864,0.0523651,-0.230099,0.2939953,0.230099,0.1478058,0.3116875,-0.00004,0.4705254,-0.1240247,16.7407932,25.1823254,4.8440299,0.8107466,0.3133574,48.60,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,401,4,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),32.3525505,-0.7559558,0.6878774,0.8936709,0.7559558,7.3923655,0.5151095,2.5653527,0.3078597,2.2550385,0.0505042,-0.2475868,0.3113189,0.2475868,0.1489467,0.3341431,-0.0000563,0.4514427,-0.1351672,16.6284218,25.4241657,4.6660628,0.8206732,0.3114149,49.00,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,402,4,4,"6"""" Cut",NC,0.4:-0.6,NO,32.6029282,-0.7302639,0.6683154,0.864369,0.7302639,6.980154,0.4982432,2.5718555,0.3006869,2.1788442,0.0625424,-0.2167712,0.2851547,0.2167712,0.1588022,0.2921495,-0.0000072,0.474943,-0.1163478,15.2791395,24.9173145,4.627408,0.7841783,0.3082232,43.36,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,302,3,4,"6"""" Cut",Triticale (TR),0.4:-0.6,One (TR),17.6850624,-0.1351492,0.1290991,0.1644291,0.1351492,0.3186555,0.0255831,2.9079912,0.0528722,0.0531984,0.3997767,0.0447236,0.0208802,-0.0447236,0.1405532,-0.0736206,0.0012864,0.8246081,0.0750829,1.2056953,3.6816437,1.443279,0.0910411,0.0257902,43.09,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,404,4,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),33.1241684,-0.7271814,0.6407071,0.8746589,0.7271814,6.1826186,0.4867939,2.6144273,0.2870821,1.9989769,0.0550189,-0.1997856,0.2757834,0.1997856,0.1765112,0.2702224,-0.0000636,0.4727673,-0.1219199,12.4906588,23.4700928,4.4897404,0.7887188,0.2829601,47.13,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,405,4,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),33.7279091,-0.7274138,0.6264793,0.8668543,0.7274138,6.4492755,0.4921298,2.3231955,0.2795744,2.0735817,0.055164,-0.1880166,0.259675,0.1880166,0.1643888,0.2568286,-0.0000357,0.4967304,-0.1089773,13.1077719,22.6468964,4.6806865,0.7796082,0.2783552,53.07,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,406,4,2,"6"""" Fill",Black Oat (BO),0.4:0.5,One (BO),31.82901,-0.7865992,0.7472435,0.9207917,0.7865992,9.2811317,0.5317912,2.6446829,0.3311814,2.4943061,0.0374808,-0.4059252,0.4219457,0.4059252,0.0328824,0.5437787,-0.00007,0.3949394,-0.1762501,31.1366386,27.9559708,3.8342745,0.8687899,0.339031,39.02,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,406,4,3,No Fill No Cut,Black Oat (BO),0.09:-0.09,One (BO),33.2821198,-0.7561262,0.661112,0.9022505,0.7561262,7.7972517,0.5055438,2.5138426,0.292024,2.2505891,0.0423718,-0.3040145,0.3483513,0.3040145,0.1021905,0.415568,-0.0000675,0.4332064,-0.1585247,20.4986401,23.7970085,4.2199101,0.8340543,0.2844249,39.02,,,,
,Pix4d,Rice_Station,7/27/2021,208,120,,,406,4,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),34.5312271,-0.668002,0.572526,0.8034575,0.668002,5.5234408,0.4346066,2.4440315,0.2576633,1.7649096,0.0783371,-0.1507931,0.2294439,0.1507931,0.1802236,0.2042657,0.0000681,0.5222096,-0.0799973,11.0958624,20.8407249,4.2630072,0.7051776,0.2518583,39.02,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,302,3,5,"12"""" Cut",Triticale (TR),-0.9:-1.1,One (TR),22.5764446,-0.2158644,0.1002381,0.2319155,0.2158644,0.5547776,0.0383999,2.1567631,0.0491476,0.0807817,0.1800063,0.0859984,0.0313956,-0.0859984,0.2655151,-0.1257071,0.0006342,0.6903789,0.1318824,1.3093479,2.5436299,1.8484969,0.1323377,0.0212218,43.09,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,102,1,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),37.8182335,-0.5733522,0.5074508,0.7323031,0.5733522,3.250035,0.3373051,3.3125041,0.2357835,1.1172763,0.109755,-0.0632541,0.1651234,0.0632541,0.2315945,0.0868185,0.0000298,0.5538539,-0.0415413,5.4659638,19.5334454,3.5053339,0.5967012,0.2173849,54.65,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,103,1,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),38.4663162,-0.5069847,0.4633379,0.6625656,0.5069847,2.3418231,0.2857139,3.7220705,0.2196279,0.8509776,0.1466027,-0.0217914,0.1284767,0.0217914,0.241144,0.0294253,0.0001415,0.5892577,-0.0102728,3.7033017,18.5509434,3.0936995,0.5132966,0.2038485,56.88,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,104,1,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),35.9749565,-0.6491187,0.5722564,0.8061829,0.6491187,4.5749421,0.4061311,3.0439007,0.2609078,1.5034647,0.0819203,-0.1309851,0.2219606,0.1309851,0.2090188,0.1787857,-0.0000221,0.5067335,-0.0837028,8.5604763,21.4672871,3.9434073,0.6945835,0.2470646,56.05,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,105,1,5,"12"""" Cut",NC,-0.9:-1.1,NO,37.3074799,-0.5568624,0.4948558,0.7099349,0.5568624,2.9697862,0.3254082,3.4814842,0.2338476,1.0384862,0.1251701,-0.0420916,0.1513041,0.0420916,0.2491684,0.0567015,0.0001048,0.5573403,-0.024106,4.7566652,19.5436382,3.4703026,0.5705139,0.2202893,51.59,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,106,1,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),38.2083702,-0.5337763,0.4697106,0.6891851,0.5337763,2.568989,0.3026901,3.4851146,0.2230141,0.9143958,0.1280913,-0.0252469,0.1368892,0.0252469,0.2539696,0.0338067,0.0001018,0.5696318,-0.0131894,3.979152,18.5636101,3.2844777,0.5416785,0.2055722,51.70,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,201,2,5,"12"""" Cut",NC,-0.9:-1.1,NO,38.3629646,-0.5219538,0.4713923,0.6755577,0.5219538,2.5271196,0.2982599,3.6270535,0.2236577,0.909727,0.1398387,-0.0266115,0.1347594,0.0266115,0.2451391,0.0357774,0.0001494,0.5788719,-0.0127757,4.016499,18.7918568,3.204859,0.5292549,0.2094514,51.13,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,202,2,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),38.9969139,-0.5094821,0.4572466,0.6678394,0.5094821,2.3213036,0.2883052,3.5218334,0.2148363,0.8531473,0.1367195,-0.02465,0.1291904,0.02465,0.2356627,0.0335649,0.0001057,0.5923844,-0.0137732,3.6894474,17.942625,3.0641403,0.517976,0.1972519,53.08,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,203,2,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),39.461792,-0.4758433,0.4249637,0.6216486,0.4758433,2.0491948,0.2604893,3.4926598,0.2012416,0.7479127,0.1598232,-0.0052054,0.1102747,0.0052054,0.2362757,0.00561,0.0002821,0.6154239,0.0084019,3.2549579,16.7663612,2.9236219,0.4708797,0.1850207,50.77,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,204,2,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),38.8441429,-0.5472234,0.4905617,0.7070645,0.5472234,2.7414722,0.3177216,3.3469174,0.2288337,0.9873235,0.1218992,-0.0388942,0.1412698,0.0388942,0.2309504,0.0535958,0.0000517,0.581685,-0.0260771,4.3429732,19.0776577,3.329344,0.5624648,0.2121473,53.48,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,302,3,1,"12"""" Fill",Triticale (TR),0.8:1.04,One (TR),22.7797718,-0.3534563,0.2535694,0.4787715,0.3534563,1.2184372,0.1408421,2.421263,0.1139396,0.34915,0.140781,0.0165074,0.0779863,-0.0165074,0.2094729,-0.0258226,0.0001829,0.6786976,0.0325566,2.2474155,8.5168657,2.2365873,0.3334092,0.0743805,43.09,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,206,2,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),39.2004471,-0.5523081,0.4790237,0.7126368,0.5523081,2.7856748,0.3168468,3.1966677,0.2227535,0.9841552,0.1129517,-0.0422923,0.1461832,0.0422923,0.2350836,0.0579045,0.0000464,0.5731552,-0.0281428,4.4302726,18.3109035,3.3479936,0.5691929,0.20174,46.40,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,301,3,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),39.9854355,-0.4877505,0.4181578,0.6366872,0.4877505,2.1285434,0.2662743,3.2541101,0.1969381,0.7670595,0.1429237,-0.0081014,0.114335,0.0081014,0.2393755,0.0094532,0.000202,0.608395,0.0052763,3.3559451,16.1455345,2.9874954,0.4848404,0.1770622,50.04,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,302,3,2,"6"""" Fill",Triticale (TR),0.4:0.5,One (TR),23.98769,-0.3937732,0.2799936,0.545882,0.3937732,1.3782343,0.1496445,2.6073449,0.1266866,0.3630323,0.118467,0.0021371,0.0984553,-0.0021371,0.2246057,-0.0042106,0.0000716,0.6388373,0.0108231,2.4315484,9.6121283,2.3545954,0.3878535,0.0765196,43.09,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,303,3,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),39.1938705,-0.5221635,0.469212,0.6783218,0.5221635,2.4754951,0.2989414,3.5533707,0.2217174,0.9055129,0.1365103,-0.0258003,0.1324905,0.0258003,0.2412844,0.0346537,0.0001203,0.5847529,-0.0137683,3.895067,18.5885487,3.1871176,0.5303465,0.2068244,46.96,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,304,3,5,"12"""" Cut",NC,-0.9:-1.1,NO,38.3377342,-0.5565925,0.4955635,0.712123,0.5565925,2.8586018,0.3284277,3.3875194,0.2333829,1.0360687,0.1218272,-0.0374068,0.1449423,0.0374068,0.2441803,0.050501,0.0000819,0.5682391,-0.0230833,4.4656587,19.4740562,3.4451044,0.5699079,0.2211889,46.49,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,305,3,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),38.4379196,-0.5617327,0.4845762,0.7198664,0.5617327,2.8981211,0.3304447,3.1794751,0.2256373,1.0402353,0.1116472,-0.0437678,0.1493642,0.0437678,0.2396,0.0593522,0.0000528,0.5668989,-0.0291831,4.5497379,18.5415859,3.4434533,0.5790843,0.2089733,54.94,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,306,3,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),39.3914833,-0.5220702,0.4585759,0.6743037,0.5220702,2.5052264,0.3013609,3.3368833,0.2157861,0.9172487,0.134129,-0.0216042,0.1280082,0.0216042,0.2404818,0.0282707,0.0001364,0.5915456,-0.0084523,3.9128275,17.8904896,3.2337668,0.5268921,0.2018935,48.60,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,401,4,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),39.8155975,-0.50664,0.4463803,0.649406,0.50664,2.3756032,0.2930419,3.3057995,0.2117193,0.8875442,0.1469043,-0.0069384,0.1146727,0.0069384,0.2431405,0.0075847,0.0002436,0.6053651,0.007632,3.6364913,17.5752926,3.209311,0.5017625,0.2031241,49.00,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,402,4,5,"12"""" Cut",NC,-0.9:-1.1,NO,38.9478035,-0.5787265,0.5175426,0.7227579,0.5787265,3.3296876,0.3579091,3.0985703,0.2411615,1.2163801,0.1210144,-0.0459876,0.1482704,0.0459876,0.2315827,0.0622722,0.0001672,0.5748804,-0.0257564,5.2150097,20.0314598,3.7371178,0.5919321,0.2379843,43.36,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,302,3,3,No Fill No Cut,Triticale (TR),0.09:-0.09,One (TR),24.0753517,-0.3720376,0.2548163,0.5107757,0.3720376,1.2452497,0.1282959,2.2699554,0.1143656,0.3010153,0.121588,0.0163309,0.0807688,-0.0163309,0.2157599,-0.0258895,0.0001058,0.6701309,0.0285475,2.2356129,8.5045681,2.2911325,0.3538511,0.064446,43.09,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,404,4,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),39.1533127,-0.5702159,0.5102761,0.7237491,0.5702159,3.0709822,0.347861,3.1701999,0.2382798,1.1371366,0.1168066,-0.039743,0.1430297,0.039743,0.2334572,0.0539559,0.0000633,0.5788218,-0.0249683,4.7901139,19.8496819,3.5922365,0.583657,0.2314646,47.13,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,405,4,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),39.3836136,-0.5801386,0.5016679,0.729026,0.5801386,3.1429217,0.3517072,2.9069879,0.2339049,1.1489815,0.1098685,-0.0334939,0.1391039,0.0334939,0.239026,0.0451868,0.0000887,0.5791759,-0.0190055,4.7387047,19.2057037,3.7273653,0.5901741,0.2251811,53.07,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,406,4,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),39.4261894,-0.5508252,0.4823728,0.6952482,0.5508252,2.7983031,0.3290075,2.9969451,0.2270129,1.0413662,0.1272219,-0.0150268,0.1217648,0.0150268,0.2409946,0.0192556,0.0001663,0.5982381,-0.0012367,4.1670179,18.7822266,3.5512111,0.5505336,0.2211759,39.02,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,302,3,4,"6"""" Cut",Triticale (TR),0.4:-0.6,One (TR),22.6042576,-0.223386,0.1144917,0.2518593,0.223386,0.5841696,0.0514857,1.6884273,0.0533922,0.1095712,0.1776197,0.0798289,0.0224027,-0.0798289,0.2275485,-0.1209297,0.0005374,0.73898,0.1227012,1.3517668,2.9897983,1.8582785,0.1461903,0.0273123,43.09,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,102,1,1,"12"""" Fill",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.8:1.04,MIX (CR+BO+TR),30.4904232,-0.8372798,0.8675785,0.9521607,0.8372798,11.7927465,0.5934479,2.5547574,0.3864687,3.0719059,0.0325903,-0.4198919,0.4269702,0.4198919,0.0158244,0.5791421,-0.000074,0.3956055,-0.1837429,33.6665077,33.4157448,4.9891405,0.916582,0.4219781,54.65,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,103,1,1,"12"""" Fill",Black Oat (BO),0.8:1.04,One (BO),30.3336563,-0.8411077,0.8875046,0.9547164,0.8411077,12.0256996,0.5999174,2.6250103,0.39607,3.1350572,0.033837,-0.4263116,0.4316655,0.4263116,0.0118773,0.5881988,-0.0000758,0.3925555,-0.1863137,34.3492966,34.4547119,5.0333772,0.9207728,0.4364157,56.88,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,104,1,1,"12"""" Fill",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.8:1.04,MIX (CR+CC+KA),30.3052921,-0.8385887,0.8771665,0.9521437,0.8385887,11.8793001,0.5967498,2.5721254,0.3911802,3.1028886,0.0340784,-0.4151279,0.4223078,0.4151279,0.0160008,0.5743724,-0.000072,0.400036,-0.1822858,33.434124,33.9280853,5.0865288,0.9166424,0.4297384,56.05,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,105,1,1,"12"""" Fill",NC,0.8:1.04,NO,30.1097107,-0.8473954,0.8765553,0.9626736,0.8473954,11.8108568,0.6018178,2.5978248,0.3905317,3.0952313,0.0303093,-0.4338649,0.4424629,0.4338649,0.0206903,0.5932451,-0.0000777,0.3786791,-0.1916772,33.7585754,33.7107239,4.949657,0.9310232,0.4250335,51.59,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,106,1,1,"12"""" Fill",Cereal Rye (CR),0.8:1.04,One (CR),30.1083469,-0.8558206,0.9049553,0.9696112,0.8558206,12.0806389,0.6109151,2.6770113,0.403864,3.1593692,0.0296184,-0.447253,0.4535998,0.447253,0.0158682,0.6100479,-0.0000842,0.370253,-0.1968588,34.7218399,35.1149635,4.9760423,0.9413463,0.4434065,51.70,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,201,2,1,"12"""" Fill",NC,0.8:1.04,NO,30.5195332,-0.8401574,0.8694155,0.9571069,0.8401574,11.5469065,0.5944963,2.6682949,0.3877189,3.0304623,0.0322563,-0.4325499,0.4443363,0.4325499,0.0287386,0.5879391,-0.0000753,0.3738343,-0.1911104,33.2167168,33.4564857,4.8209143,0.9241087,0.4201008,51.13,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,202,2,1,"12"""" Fill",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.8:1.04,MIX (CR+BO+TR),30.5576248,-0.8459359,0.8811015,0.9595351,0.8459359,11.8493757,0.60303,2.6180203,0.3931376,3.1214385,0.031611,-0.4311069,0.4415544,0.4311069,0.0256294,0.5882077,-0.0000728,0.3780543,-0.1902789,33.5667191,34.0055275,4.9874988,0.9279155,0.4299878,53.08,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,203,2,1,"12"""" Fill",Black Oat (BO),0.8:1.04,One (BO),30.6315975,-0.846284,0.881808,0.9631158,0.846284,11.5981026,0.5998629,2.6634145,0.3931067,3.0583136,0.0306819,-0.4313184,0.4419199,0.4313184,0.026186,0.5891047,-0.0000831,0.3772678,-0.1931496,32.6326218,34.0379562,4.9264383,0.9314116,0.4278474,50.77,,,,
,Pix4d,Rice_Station,8/11/2021,223,120,,,204,2,1,"12"""" Fill",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.8:1.04,MIX (CR+CC+KA),30.8327312,-0.8384548,0.8565184,0.959123,0.8384548,10.9605141,0.5883693,2.6321003,0.3805644,2.9191511,0.0316382,-0.4102788,0.4243813,0.4102788,0.0341946,0.5642126,-0.0000827,0.3904581,-0.1891001,29.6582375,32.6708488,4.907598,0.9239598,0.4072473,53.48,,,,
